event_id,event_type,period_id,timestamp,end_timestamp,ball_state,ball_owning_team,team_id,player_id,coordinates_x,coordinates_y,end_coordinates_x,end_coordinates_y,receiver_player_id,set_piece_type,body_part_type,result,success,pass_type,is_under_pressure,is_counter_attack,match_id,home_team,away_team
ecd54491-088a-44f0-95bd-dfcef643ebc6,PASS,1,0 days 00:13:35.394000,0 days 00:13:36.847000,alive,778,778,5693,0.27476190476190476,0.6684068627450981,0.29843537414965987,0.3720343137254902,5682,,RIGHT_FOOT,COMPLETE,True,,,,7556,Japan,Senegal
41be5f4c-ab88-45de-a435-2bdcc50c9188,PASS,1,0 days 00:13:38.114000,0 days 00:13:39.447000,alive,778,778,5682,0.3773469387755102,0.2507107843137255,0.4607857142857143,0.03957516339869281,5690,,RIGHT_FOOT,COMPLETE,True,,True,,7556,Japan,Senegal
922333ee-418f-4c62-8de3-181674218f32,PASS,1,0 days 00:13:59.047000,0 days 00:14:01.006000,alive,787,787,5674,0.5910884353741497,0.9830392156862745,0.7804761904761905,0.8247385620915032,5661,THROW_IN,,COMPLETE,True,HIGH_PASS,,,7556,Japan,Senegal
a90f8605-9305-43e4-a314-8145ce323092,PASS,1,0 days 00:14:02.594000,0 days 00:14:03.447000,alive,787,778,5693,0.2668707482993198,0.2911519607843137,0.38523809523809527,0.30463235294117647,5679,,RIGHT_FOOT,COMPLETE,True,,,,7556,Japan,Senegal
e60603f1-c990-49c3-a163-9d4ea2e04ca8,PASS,1,0 days 00:14:04.354000,0 days 00:14:05.407000,alive,787,778,5679,0.40102040816326534,0.23723039215686278,0.40102040816326534,0.07349673202614379,,,LEFT_FOOT,INCOMPLETE,False,,,,7556,Japan,Senegal
4cbe0d63-c4bb-439a-a174-1c6c6d64a232,PASS,1,0 days 00:14:05.407000,0 days 00:14:06.287000,alive,787,787,5674,0.5989795918367347,0.9265032679738562,0.677891156462585,0.9491176470588236,2941,,RIGHT_FOOT,COMPLETE,True,,,,7556,Japan,Senegal
1e7c5b2d-2a05-461b-9e7b-d18e326a95be,PASS,1,0 days 00:14:07.327000,0 days 00:14:08.406000,alive,787,787,2941,0.6936734693877551,0.9604248366013072,0.7646938775510204,0.971732026143791,5674,,RIGHT_FOOT,COMPLETE,True,,True,,7556,Japan,Senegal
d94121d0-63de-41bd-9131-419e0e96a4b0,PASS,1,0 days 00:14:08.967000,0 days 00:14:09.646000,alive,787,787,5674,0.7804761904761905,0.9604248366013072,0.8211309523809524,0.8586601307189542,5661,,RIGHT_FOOT,COMPLETE,True,,True,,7556,Japan,Senegal
2f40c40a-f368-417c-86d8-6268dff64bd3,PASS,1,0 days 00:14:10.694000,0 days 00:14:11.614000,alive,787,787,5661,0.8298214285714285,0.8812745098039216,0.8298214285714285,0.971732026143791,2941,,RIGHT_FOOT,COMPLETE,True,,True,,7556,Japan,Senegal
0db04ea9-844e-4f7a-be2e-f644afbaa237,PASS,1,0 days 00:14:11.847000,0 days 00:14:11.984000,alive,787,787,2941,0.8298214285714285,0.9830392156862745,0.8472222222222223,0.971732026143791,,,RIGHT_FOOT,INCOMPLETE,False,,,,7556,Japan,Senegal
